,199-D5-127
2015-04-28,19.564138412475586
2017-06-23,10.14831829071045
2015-01-06,25.326927185058594
2018-09-16,1.8138606548309326
2017-07-16,8.741445541381836
2018-01-30,6.609545707702637
2017-06-28,10.152567863464355
2017-11-30,6.837183952331543
2016-03-21,17.521045684814453
2015-05-17,13.618656158447266
2015-01-12,25.326927185058594
2017-10-25,6.622044086456299
2015-11-29,8.081259727478027
2016-08-27,12.042459487915039
2016-07-22,10.548157691955566
2017-05-08,6.470992565155029
2016-11-29,6.271585941314697
2018-10-30,3.411926746368408
2015-02-24,25.28319549560547
2017-04-06,4.244662761688232
2015-08-22,12.167375564575195
2015-03-26,23.76398277282715
2016-10-03,12.474841117858887
2018-02-02,6.560889720916748
2015-03-06,24.802568435668945
2018-04-04,8.309322357177734
2015-07-07,9.781025886535645
2017-02-06,6.186832427978516
2015-06-01,9.756632804870605
2018-01-27,6.689723014831543
2018-12-24,4.645711898803711
2016-01-24,10.549447059631348
2015-05-18,13.308526992797852
2015-06-22,7.953115463256836
2016-06-14,2.8424572944641113
2017-02-16,5.481820583343506
2016-03-31,18.389001846313477
2018-02-16,6.59005880355835
2016-08-17,11.678754806518555
2017-09-06,6.124340057373047
2017-04-25,5.669525623321533
2016-01-10,9.174652099609375
2018-11-03,4.090634822845459
2016-12-06,5.487442970275879
2015-06-10,8.288275718688965
2015-02-20,25.326927185058594
2018-01-28,6.658838272094727
2017-11-01,6.183587074279785
2016-11-01,8.185462951660156
2015-02-02,25.326927185058594
2015-08-27,11.778514862060547
2018-03-27,7.7952985763549805
2015-12-21,7.476728916168213
2015-06-14,7.955280780792236
2016-05-01,12.77049446105957
2017-01-27,5.830536842346191
2017-07-25,7.616547584533691
2018-04-01,8.108004570007324
2015-10-23,10.972921371459961
2017-08-17,5.355834007263184
2016-04-19,17.08786964416504
2018-11-21,8.400800704956055
2016-04-17,17.64598846435547
2018-03-26,7.742786884307861
2018-02-26,6.922941207885742
2016-12-10,4.902400970458984
2017-05-13,6.623408317565918
2015-04-08,22.601585388183594
2017-11-10,5.968969345092773
2016-07-30,10.991374969482422
2017-06-09,9.263885498046875
2017-07-27,7.387065887451172
2016-07-04,8.410455703735352
2015-11-05,10.991774559020996
2017-02-28,3.1607673168182373
2017-02-17,5.342555999755859
2016-11-03,7.894406318664551
2017-05-27,7.459715366363525
2016-03-09,16.066633224487305
2016-08-05,11.245500564575195
2018-11-24,8.715578079223633
2017-11-04,6.103481292724609
2018-06-27,5.220501899719238
2018-02-17,6.614301681518555
2017-10-20,7.139438152313232
2016-12-26,3.304403305053711
2016-07-21,10.46751880645752
2016-09-11,12.68835735321045
2018-03-02,7.062496185302734
2016-05-07,9.29330062866211
2016-01-21,10.277304649353027
2015-10-09,10.295260429382324
2018-04-09,8.6304292678833
2016-04-28,14.113729476928711
2015-10-10,10.332907676696777
2016-03-13,16.61306381225586
2018-01-23,6.869364261627197
2016-07-02,7.924966335296631
2017-03-10,2.0438108444213867
2018-07-21,5.248595237731934
2017-02-07,6.167466640472412
2017-11-13,5.9528703689575195
2017-06-12,9.56452751159668
2016-11-04,7.719319820404053
2018-10-22,2.1712136268615723
2016-11-17,6.513332843780518
2018-05-10,7.132857799530029
2018-10-29,3.2454445362091064
2015-05-02,18.229663848876953
2018-03-04,7.128705978393555
2016-11-30,6.200438499450684
2017-03-02,2.8469135761260986
2015-01-17,25.326927185058594
2018-12-12,7.940354824066162
2017-03-12,1.9741640090942383
2018-07-25,5.016048908233643
2017-09-14,6.702303886413574
2017-05-10,6.541306495666504
2015-10-21,10.88619613647461
2017-04-26,5.6912150382995605
2017-10-01,7.662532806396484
2015-04-17,21.64132308959961
2016-12-27,3.2795538902282715
2015-01-24,25.326927185058594
2016-12-11,4.753957271575928
2015-03-11,24.478919982910156
2017-08-09,5.70633602142334
2016-03-01,15.009246826171875
2018-04-22,8.710707664489746
2018-07-06,5.511355400085449
2015-04-14,21.966991424560547
2016-07-09,9.249345779418945
2018-05-28,4.310787200927734
2017-12-18,8.583412170410156
2017-12-01,6.927562236785889
2018-09-28,1.2466437816619873
2015-03-16,24.290369033813477
2016-05-22,3.1137137413024902
2018-08-09,3.8277668952941895
2015-08-07,12.485039710998535
2018-11-22,8.527560234069824
2018-10-27,2.9153244495391846
2015-09-23,9.976399421691895
2017-05-31,7.907083511352539
2017-10-09,7.63414192199707
2016-03-10,16.205547332763672
2015-04-21,21.120702743530273
2016-05-25,2.328857660293579
2015-02-10,25.326927185058594
2017-10-02,7.6686859130859375
2015-10-04,10.144375801086426
2015-12-06,7.3331379890441895
2018-12-20,5.777527809143066
2017-06-25,10.164422035217285
2015-07-05,9.497172355651855
2017-11-24,6.3586297035217285
2017-01-14,4.346443176269531
2018-07-14,5.497725486755371
2018-01-17,7.343669414520264
2017-08-06,6.012668132781982
2015-03-03,25.03868865966797
2017-05-17,6.7600531578063965
2016-08-01,11.059144973754883
2017-03-08,2.1494946479797363
2016-10-17,9.90442180633545
2018-07-08,5.525198459625244
2016-01-23,10.464432716369629
2015-05-08,16.51096534729004
2018-08-03,4.356175422668457
2015-09-09,10.268084526062012
2018-06-08,4.157283306121826
2017-08-20,5.329358100891113
2015-11-04,11.022348403930664
2015-07-13,10.58900260925293
2016-10-08,11.420973777770996
2016-05-17,5.0823869705200195
2015-02-03,25.326927185058594
2017-12-27,8.725372314453125
2017-03-11,2.0050008296966553
2017-05-16,6.720361232757568
2015-02-27,25.22068977355957
2017-10-04,7.672760963439941
2015-12-25,7.818233966827393
2015-02-15,25.326927185058594
2018-03-05,7.158760070800781
2018-10-11,1.32625412940979
2017-04-07,4.395659446716309
2015-03-10,24.52960205078125
2015-11-15,10.067076683044434
2015-10-19,10.770648002624512
2015-02-16,25.326927185058594
2015-10-05,10.170099258422852
2018-09-03,2.616142749786377
2015-10-25,11.033434867858887
2015-08-13,12.433306694030762
2018-06-05,4.103164196014404
2017-11-21,6.168060302734375
2017-11-17,6.008849620819092
2015-12-31,8.360795974731445
2016-03-03,15.257484436035156
2016-01-02,8.54013729095459
2015-01-01,25.326927185058594
2017-02-12,5.881717205047607
2017-04-22,5.641717433929443
2017-10-24,6.725224018096924
2015-03-08,24.652578353881836
2018-04-15,8.818419456481934
2015-02-01,25.326927185058594
2017-05-01,6.000940799713135
2018-01-24,6.814707279205322
2015-01-29,25.326927185058594
2015-10-22,10.933004379272461
2018-04-14,8.805503845214844
2015-04-24,20.589401245117188
2015-09-03,10.921477317810059
2016-02-20,13.637989044189453
2017-02-08,6.134449005126953
2015-06-11,8.186540603637695
2016-11-09,6.920165061950684
2016-02-16,12.945598602294922
2018-02-14,6.557215213775635
2015-02-08,25.326927185058594
2017-12-15,8.495676040649414
2018-09-14,1.9473469257354736
2015-01-02,25.326927185058594
2015-09-05,10.67113208770752
2018-08-28,2.888070821762085
2016-10-27,8.670890808105469
2018-10-14,1.466456413269043
2017-12-23,8.6918306350708
2018-08-24,3.050185203552246
2015-04-03,23.09612464904785
2016-01-17,9.866455078125
2015-04-25,20.372272491455078
2017-11-26,6.508905410766602
2015-09-12,10.07294750213623
2016-03-05,15.512541770935059
2016-08-11,11.520896911621094
2015-06-28,8.512236595153809
2018-03-16,7.384513854980469
2017-12-14,8.451878547668457
2016-01-25,10.628793716430664
2015-05-13,14.989031791687012
2017-11-11,5.958122253417969
2018-09-26,1.3102679252624512
2016-07-24,10.69107437133789
2015-10-17,10.66464900970459
2015-09-04,10.7930326461792
2017-06-07,8.945886611938477
2017-02-14,5.705780982971191
2016-07-06,8.810721397399902
2015-03-31,23.357202529907227
2015-07-12,10.453739166259766
2017-09-23,7.473081588745117
2018-12-06,8.70639705657959
2018-04-13,8.785436630249023
2016-03-12,16.47943878173828
2018-11-07,4.885675430297852
2017-06-17,9.950801849365234
2016-10-13,10.463258743286133
2018-01-21,7.000449180603027
2015-05-27,10.886567115783691
2015-04-29,19.245986938476562
2017-08-08,5.79322624206543
2018-10-31,3.57871413230896
2016-06-17,4.103747367858887
2017-05-12,6.596222877502441
2017-03-13,1.9508681297302246
2017-08-27,5.523340702056885
2018-08-22,3.1282670497894287
2017-07-31,6.853404998779297
2017-06-16,9.88708782196045
2015-01-27,25.326927185058594
2016-11-07,7.186346530914307
2015-01-15,25.326927185058594
2016-05-15,5.993523120880127
2017-06-06,8.782358169555664
2015-03-24,23.913686752319336
2015-12-20,7.386796474456787
2018-05-09,7.243411540985107
2018-10-03,1.1756153106689453
2018-03-11,7.284056663513184
2016-08-23,11.855034828186035
2017-05-25,7.274334907531738
2015-10-01,10.077960014343262
2017-07-01,10.08890438079834
2016-11-15,6.550506114959717
2017-12-26,8.722448348999023
2016-04-11,18.737939834594727
2018-11-13,6.466643810272217
2018-06-26,5.157268524169922
2016-10-24,8.936914443969727
2016-03-23,17.70968246459961
2016-01-07,8.911175727844238
2016-07-11,9.47679615020752
2017-05-04,6.250152111053467
2017-10-27,6.447333812713623
2015-09-29,10.04191780090332
2016-08-28,12.094077110290527
2016-03-25,17.888925552368164
2018-05-29,4.261822700500488
2016-06-07,1.600707769393921
2015-08-03,12.492936134338379
2015-12-11,7.061263561248779
2017-04-18,5.466301441192627
2018-06-22,4.894473552703857
2015-05-28,10.6420259475708
2018-08-01,4.525680065155029
2018-01-07,8.253117561340332
2016-12-24,3.3814609050750732
2016-02-17,13.13626480102539
2016-11-19,6.49418306350708
2018-07-26,4.951821327209473
2017-02-22,4.285633087158203
2015-12-09,7.131240367889404
2017-08-05,6.141504287719727
2017-01-17,4.783839702606201
2015-06-23,8.012160301208496
2017-10-06,7.666154861450195
2016-01-13,9.461810111999512
2017-10-13,7.535283088684082
2017-01-08,3.744474172592163
2015-11-02,11.066137313842773
2016-06-27,6.715012073516846
2017-11-07,6.02552604675293
2017-10-12,7.567580223083496
2015-01-19,25.326927185058594
2015-10-13,10.461974143981934
2015-08-10,12.466087341308594
2017-10-17,7.346419811248779
2015-01-23,25.326927185058594
2018-02-28,6.992513179779053
2015-04-27,19.86027717590332
2017-09-11,6.451598644256592
2016-02-11,11.988617897033691
2015-12-28,8.082188606262207
2015-04-06,22.810100555419922
2018-04-11,8.721930503845215
2015-09-19,9.967768669128418
2018-04-12,8.757701873779297
2018-03-17,7.41167688369751
2016-08-31,12.249177932739258
2015-06-29,8.642722129821777
2015-04-13,22.06850814819336
2016-07-28,10.91456127166748
2016-12-17,3.929748296737671
2017-10-10,7.6164164543151855
2016-07-17,10.093362808227539
2015-07-04,9.352392196655273
2016-04-12,18.635236740112305
2016-01-16,9.763705253601074
2017-06-22,10.132959365844727
2016-08-26,11.991775512695312
2015-03-13,24.395170211791992
2018-05-15,6.499399662017822
2016-02-01,11.065829277038574
2017-05-24,7.188432216644287
2017-11-20,6.117611408233643
2017-07-12,9.26858139038086
2015-12-13,7.04642915725708
2017-12-28,8.723881721496582
2018-08-11,3.683870792388916
2015-01-30,25.326927185058594
2018-04-23,8.665576934814453
2017-03-07,2.22006893157959
2015-02-09,25.326927185058594
2016-05-19,4.2165398597717285
2015-06-07,8.688959121704102
2017-07-21,8.058663368225098
2016-10-20,9.444989204406738
2017-01-03,3.4129860401153564
2016-09-27,13.06852912902832
2018-07-10,5.5283403396606445
2018-01-02,8.59243392944336
2018-10-07,1.2094063758850098
2016-01-30,10.956086158752441
2015-02-22,25.31427764892578
2017-09-15,6.797039031982422
2018-03-08,7.231928825378418
2015-12-26,7.902489185333252
2017-10-29,6.3148064613342285
2016-02-07,11.458091735839844
2017-09-16,6.8970465660095215
2016-02-26,14.48965072631836
2016-03-24,17.803279876708984
2016-11-08,7.042647361755371
2017-04-02,3.6501574516296387
2017-08-21,5.333581447601318
2017-04-15,5.272977828979492
2018-04-26,8.480976104736328
2017-07-28,7.263246059417725
2016-11-22,6.472762107849121
2018-03-24,7.651490688323975
2015-12-01,7.848405361175537
2017-05-23,7.108880043029785
2017-03-16,1.9258296489715576
2015-01-08,25.326927185058594
2016-06-01,1.472921371459961
2015-07-17,11.176010131835938
2015-10-24,11.006296157836914
2017-12-06,7.567972660064697
2018-07-20,5.299204349517822
2015-05-03,17.900434494018555
2016-01-14,9.56131649017334
2018-06-30,5.376287460327148
2018-05-01,8.059803009033203
2015-06-12,8.096510887145996
2015-05-05,17.295289993286133
2016-07-05,8.623335838317871
2015-01-05,25.326927185058594
2017-07-04,9.957681655883789
2017-08-16,5.376949310302734
2018-05-30,4.219291687011719
2016-09-03,12.39907169342041
2015-10-15,10.560181617736816
2017-08-14,5.4375200271606445
2018-12-23,4.901319980621338
2018-01-08,8.17711067199707
2017-06-27,10.161620140075684
2016-05-21,3.447721481323242
2015-12-23,7.649230003356934
2015-12-19,7.306476593017578
2017-04-24,5.673712253570557
2017-04-16,5.341335296630859
2017-08-04,6.2782135009765625
2016-10-29,8.499061584472656
2017-06-05,8.622801780700684
2018-05-04,7.79197883605957
2015-11-30,7.962512016296387
2015-06-03,9.366523742675781
2017-02-26,3.4861412048339844
2016-05-16,5.53619909286499
2016-12-22,3.4900596141815186
2016-01-09,9.084099769592285
2016-08-13,11.57900333404541
2015-11-09,10.78549861907959
2015-02-12,25.326927185058594
2018-02-06,6.530703067779541
2016-10-07,11.651756286621094
2018-05-26,4.44437837600708
2017-08-29,5.647475719451904
2018-06-29,5.3321638107299805
2016-06-06,1.532409906387329
2018-03-29,7.9129319190979
2017-02-01,6.119959354400635
2018-06-19,4.7079243659973145
2017-12-30,8.700342178344727
2016-12-05,5.629443645477295
2018-09-06,2.4563071727752686
2018-10-15,1.5249125957489014
2017-08-02,6.56510066986084
2015-06-18,7.840309143066406
2015-12-27,7.98837423324585
2017-10-15,7.452864170074463
2018-12-11,8.123873710632324
2017-01-13,4.217243671417236
2015-09-30,10.059054374694824
2016-06-03,1.4374849796295166
2017-03-25,2.3679986000061035
2017-03-29,2.936264753341675
2017-01-04,3.474285125732422
2018-09-30,1.2031114101409912
2018-12-15,7.256950378417969
2018-02-21,6.748730182647705
2018-12-13,7.734832763671875
2015-05-09,16.251211166381836
2017-09-25,7.550202369689941
2018-07-19,5.345860958099365
2016-06-28,6.926319599151611
2016-01-15,9.661843299865723
2015-07-23,12.07578182220459
2015-12-10,7.0894670486450195
2018-06-02,4.123470306396484
2018-09-15,1.880256175994873
2016-06-02,1.4447085857391357
2016-05-03,11.643305778503418
2018-12-04,8.816522598266602
2017-07-06,9.828245162963867
2015-08-21,12.218271255493164
2017-03-05,2.4120333194732666
2018-09-27,1.275923728942871
2016-05-29,1.691514015197754
2018-12-14,7.506962776184082
2016-05-26,2.132087469100952
2015-04-23,20.784774780273438
2018-10-26,2.75380802154541
2015-08-06,12.488801002502441
2016-05-14,6.446241855621338
2018-11-28,8.887259483337402
2017-07-23,7.834109306335449
2015-08-14,12.418512344360352
2017-11-08,6.0027546882629395
2018-06-01,4.147732734680176
2018-09-10,2.21431565284729
2016-02-02,11.118756294250488
2016-06-24,6.108352184295654
2015-11-25,8.583715438842773
2017-03-06,2.306608200073242
2017-04-28,5.7687907218933105
2018-11-05,4.464533805847168
2015-04-04,23.0042667388916
2015-08-02,12.491902351379395
2017-02-09,6.08737850189209
2015-12-04,7.523326873779297
2017-03-14,1.9349782466888428
2015-08-01,12.486570358276367
2016-09-10,12.658238410949707
2018-02-13,6.548528671264648
2018-02-10,6.531308650970459
2015-02-06,25.326927185058594
2015-04-16,21.75301170349121
2015-12-29,8.17606258392334
2017-04-30,5.908142566680908
2017-01-26,5.746918678283691
2017-01-28,5.9059553146362305
2016-01-01,8.451056480407715
2017-05-06,6.376588344573975
2018-05-11,7.022695541381836
2018-12-27,3.965055227279663
2016-07-19,10.28907585144043
2015-09-07,10.453070640563965
2016-04-21,16.417139053344727
2017-02-20,4.768028259277344
2016-03-30,18.29449462890625
2018-08-10,3.7536816596984863
2018-01-12,7.842423439025879
2015-08-19,12.299080848693848
2016-10-14,10.318617820739746
2015-03-12,24.43467903137207
2016-09-02,12.350266456604004
2018-11-01,3.746272563934326
2018-09-19,1.6371147632598877
2018-11-16,7.3637542724609375
2016-02-15,12.749283790588379
2018-09-05,2.511598825454712
2018-02-25,6.8891072273254395
2015-12-05,7.422804832458496
2017-10-22,6.950667381286621
2015-02-13,25.326927185058594
2016-06-23,5.884687900543213
2016-08-24,11.897066116333008
2017-08-23,5.3633809089660645
2018-07-31,4.604063034057617
2015-06-21,7.906871795654297
2016-02-22,13.921422004699707
2017-04-17,5.4060282707214355
2018-05-03,7.885916233062744
2017-03-17,1.9330732822418213
2017-06-01,8.036648750305176
2018-09-21,1.5357768535614014
2016-09-29,12.928023338317871
2016-02-28,14.757481575012207
2016-12-28,3.26440167427063
2017-08-25,5.424967288970947
2016-01-12,9.363851547241211
2016-06-08,1.6868600845336914
2016-03-14,16.743602752685547
2018-06-13,4.375484943389893
2015-05-31,9.962532043457031
2018-12-30,3.277803421020508
2018-08-15,3.441274404525757
2017-09-08,6.243409156799316
2017-08-12,5.520262241363525
2018-08-06,4.077939987182617
2015-05-24,11.635639190673828
2016-12-18,3.821453809738159
2016-06-10,1.9187486171722412
2016-08-06,11.300773620605469
2017-09-02,5.900083541870117
2016-07-20,10.38092041015625
2016-03-16,16.99285888671875
2018-03-01,7.0276713371276855
2015-06-24,8.084551811218262
2018-05-19,5.692913055419922
2015-05-04,17.58780288696289
2015-05-19,13.009754180908203
2017-05-29,7.669492244720459
